State,Crop,Year,Season,Latitude,Longitude,Start_Date,End_Date,Image_Count,Satellite_Source,Cloud_Score_Threshold,Buffer_Degree,RGB_Image,NDVI_Image,BLUE_max,BLUE_mean,BLUE_min,BLUE_stdDev,EVI_max,EVI_mean,EVI_min,EVI_stdDev,GREEN_max,GREEN_mean,GREEN_min,GREEN_stdDev,NDVI_max,NDVI_mean,NDVI_min,NDVI_stdDev,NDWI_max,NDWI_mean,NDWI_min,NDWI_stdDev,NIR_max,NIR_mean,NIR_min,NIR_stdDev,RED_max,RED_mean,RED_min,RED_stdDev
Andhra Pradesh,Maize,1997,Kharif,15.9240905,80.1863809,1997-07-01,1997-10-28,6,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1997\rgb\andhra_pradesh_1997_maize_rgb.png,datasets\test_images\1997\ndvi\andhra_pradesh_1997_maize_ndvi.png,0.140505,0.069766,0.033805,0.008555,0.711315,0.125884,-0.096871,0.047928,0.182277,0.092297,0.04871,0.010731,0.782144,0.226536,-0.20898,0.06511,0.19521,-0.3178,-0.755999,0.059764,0.466325,0.1836,0.071604,0.033294,0.215772,0.110767,0.042852,0.014573
Andhra Pradesh,Maize,1997,Rabi,15.9240905,80.1863809,1997-11-01,1998-04-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1997\rgb\andhra_pradesh_1997_maize_rgb.png,datasets\test_images\1997\ndvi\andhra_pradesh_1997_maize_ndvi.png,1.602213,0.137865,0.043513,0.081692,1.162916,0.536599,-0.082888,0.198125,0.597803,0.155633,0.05146,0.082139,0.852456,0.501314,-0.124006,0.172417,0.211948,-0.441784,-0.749424,0.144566,0.81981,0.395616,0.076898,0.128345,0.590542,0.135944,0.03133,0.086078
Andhra Pradesh,Maize,2000,Kharif,15.9240905,80.1863809,2000-07-01,2000-10-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2000\rgb\andhra_pradesh_2000_maize_rgb.png,datasets\test_images\2000\ndvi\andhra_pradesh_2000_maize_ndvi.png,0.228615,0.060069,0.030505,0.008041,0.761741,0.191422,-0.045341,0.099048,0.250285,0.080071,0.04365,0.011693,0.838286,0.33379,-0.109375,0.117857,0.141453,-0.388574,-0.782646,0.088799,0.48068,0.190513,0.067383,0.057181,0.27091,0.090385,0.03859,0.013825
Andhra Pradesh,Maize,2000,Rabi,15.9240905,80.1863809,2000-11-01,2001-04-28,9,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2000\rgb\andhra_pradesh_2000_maize_rgb.png,datasets\test_images\2000\ndvi\andhra_pradesh_2000_maize_ndvi.png,0.112139,0.057276,0.035098,0.007796,0.661006,0.271989,-0.053508,0.097972,0.15871,0.081872,0.048022,0.010555,0.797999,0.42879,-0.158287,0.123279,0.193413,-0.465646,-0.733181,0.0867,0.423851,0.246443,0.058995,0.041152,0.201445,0.090326,0.041862,0.017927
Andhra Pradesh,Maize,2003,Kharif,15.9240905,80.1863809,2003-07-01,2003-10-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2003\rgb\andhra_pradesh_2003_maize_rgb.png,datasets\test_images\2003\ndvi\andhra_pradesh_2003_maize_ndvi.png,0.244098,0.061778,0.020138,0.011576,0.840009,0.357116,-0.006317,0.124872,0.281938,0.085615,0.04244,0.01356,0.905064,0.516963,-0.008878,0.128983,0.018338,-0.507691,-0.822438,0.094796,0.543187,0.271769,0.078107,0.06088,0.283587,0.083546,0.023822,0.020189
Andhra Pradesh,Maize,2003,Rabi,15.9240905,80.1863809,2003-11-01,2004-04-28,28,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2003\rgb\andhra_pradesh_2003_maize_rgb.png,datasets\test_images\2003\ndvi\andhra_pradesh_2003_maize_ndvi.png,0.12692,0.064986,0.036115,0.009244,0.700894,0.233886,-0.028653,0.091841,0.172639,0.088058,0.04684,0.013006,0.821029,0.377227,-0.075602,0.123647,0.114117,-0.439114,-0.766375,0.092366,0.424938,0.231366,0.065458,0.033803,0.207371,0.101387,0.04013,0.021147
Andhra Pradesh,Maize,2004,Kharif,15.9240905,80.1863809,2004-07-01,2004-10-28,12,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2004\rgb\andhra_pradesh_2004_maize_rgb.png,datasets\test_images\2004\ndvi\andhra_pradesh_2004_maize_ndvi.png,0.836118,0.071263,0.035015,0.014105,0.83399,0.212454,-0.044596,0.102373,0.291233,0.091199,0.047555,0.013686,0.839098,0.338385,-0.102056,0.12493,0.104751,-0.362851,-0.771951,0.096857,0.52314,0.208389,0.068593,0.050127,0.300706,0.09762,0.038975,0.018585
Andhra Pradesh,Maize,2004,Rabi,15.9240905,80.1863809,2004-11-01,2005-04-28,33,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2004\rgb\andhra_pradesh_2004_maize_rgb.png,datasets\test_images\2004\ndvi\andhra_pradesh_2004_maize_ndvi.png,0.118312,0.063151,0.03991,0.008093,0.676789,0.28155,-0.021827,0.096103,0.161845,0.084979,0.048902,0.011202,0.80105,0.439261,-0.04932,0.116178,0.083072,-0.462234,-0.749669,0.086387,0.428348,0.246298,0.078437,0.037643,0.196523,0.089098,0.038453,0.017542
Andhra Pradesh,Maize,2005,Kharif,15.9240905,80.1863809,2005-07-01,2005-10-28,5,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2005\rgb\andhra_pradesh_2005_maize_rgb.png,datasets\test_images\2005\ndvi\andhra_pradesh_2005_maize_ndvi.png,0.208499,0.078807,0.03859,0.010533,0.609171,0.117658,-0.067989,0.059163,0.249845,0.108338,0.057317,0.013226,0.707723,0.199697,-0.109871,0.078814,0.116169,-0.265425,-0.664811,0.067744,0.424924,0.189861,0.089272,0.037173,0.264104,0.123865,0.048132,0.016779
Andhra Pradesh,Maize,2005,Rabi,15.9240905,80.1863809,2005-11-01,2006-04-28,24,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2005\rgb\andhra_pradesh_2005_maize_rgb.png,datasets\test_images\2005\ndvi\andhra_pradesh_2005_maize_ndvi.png,0.137219,0.057008,0.034781,0.007325,0.691704,0.290664,-0.070528,0.099155,0.180407,0.081697,0.047308,0.010305,0.821358,0.452214,-0.207228,0.126959,0.250481,-0.475243,-0.7762,0.091788,0.446938,0.248613,0.056685,0.037363,0.200647,0.087537,0.038068,0.018863
Andhra Pradesh,Rice,1997,Kharif,15.9240905,80.1863809,1997-07-01,1997-10-28,6,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1997\rgb\andhra_pradesh_1997_rice_rgb.png,datasets\test_images\1997\ndvi\andhra_pradesh_1997_rice_ndvi.png,0.140505,0.069766,0.033805,0.008555,0.711315,0.125884,-0.096871,0.047928,0.182277,0.092297,0.04871,0.010731,0.782144,0.226536,-0.20898,0.06511,0.19521,-0.3178,-0.755999,0.059764,0.466325,0.1836,0.071604,0.033294,0.215772,0.110767,0.042852,0.014573
Andhra Pradesh,Rice,1997,Rabi,15.9240905,80.1863809,1997-11-01,1998-04-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1997\rgb\andhra_pradesh_1997_rice_rgb.png,datasets\test_images\1997\ndvi\andhra_pradesh_1997_rice_ndvi.png,1.602213,0.137865,0.043513,0.081692,1.162916,0.536599,-0.082888,0.198125,0.597803,0.155633,0.05146,0.082139,0.852456,0.501314,-0.124006,0.172417,0.211948,-0.441784,-0.749424,0.144566,0.81981,0.395616,0.076898,0.128345,0.590542,0.135944,0.03133,0.086078
Andhra Pradesh,Rice,2000,Kharif,15.9240905,80.1863809,2000-07-01,2000-10-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2000\rgb\andhra_pradesh_2000_rice_rgb.png,datasets\test_images\2000\ndvi\andhra_pradesh_2000_rice_ndvi.png,0.228615,0.060069,0.030505,0.008041,0.761741,0.191422,-0.045341,0.099048,0.250285,0.080071,0.04365,0.011693,0.838286,0.33379,-0.109375,0.117857,0.141453,-0.388574,-0.782646,0.088799,0.48068,0.190513,0.067383,0.057181,0.27091,0.090385,0.03859,0.013825
Andhra Pradesh,Rice,2000,Rabi,15.9240905,80.1863809,2000-11-01,2001-04-28,9,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2000\rgb\andhra_pradesh_2000_rice_rgb.png,datasets\test_images\2000\ndvi\andhra_pradesh_2000_rice_ndvi.png,0.112139,0.057276,0.035098,0.007796,0.661006,0.271989,-0.053508,0.097972,0.15871,0.081872,0.048022,0.010555,0.797999,0.42879,-0.158287,0.123279,0.193413,-0.465646,-0.733181,0.0867,0.423851,0.246443,0.058995,0.041152,0.201445,0.090326,0.041862,0.017927
Andhra Pradesh,Rice,2003,Kharif,15.9240905,80.1863809,2003-07-01,2003-10-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2003\rgb\andhra_pradesh_2003_rice_rgb.png,datasets\test_images\2003\ndvi\andhra_pradesh_2003_rice_ndvi.png,0.244098,0.061778,0.020138,0.011576,0.840009,0.357116,-0.006317,0.124872,0.281938,0.085615,0.04244,0.01356,0.905064,0.516963,-0.008878,0.128983,0.018338,-0.507691,-0.822438,0.094796,0.543187,0.271769,0.078107,0.06088,0.283587,0.083546,0.023822,0.020189
Andhra Pradesh,Rice,2003,Rabi,15.9240905,80.1863809,2003-11-01,2004-04-28,28,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2003\rgb\andhra_pradesh_2003_rice_rgb.png,datasets\test_images\2003\ndvi\andhra_pradesh_2003_rice_ndvi.png,0.12692,0.064986,0.036115,0.009244,0.700894,0.233886,-0.028653,0.091841,0.172639,0.088058,0.04684,0.013006,0.821029,0.377227,-0.075602,0.123647,0.114117,-0.439114,-0.766375,0.092366,0.424938,0.231366,0.065458,0.033803,0.207371,0.101387,0.04013,0.021147
Andhra Pradesh,Rice,2004,Kharif,15.9240905,80.1863809,2004-07-01,2004-10-28,12,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2004\rgb\andhra_pradesh_2004_rice_rgb.png,datasets\test_images\2004\ndvi\andhra_pradesh_2004_rice_ndvi.png,0.836118,0.071263,0.035015,0.014105,0.83399,0.212454,-0.044596,0.102373,0.291233,0.091199,0.047555,0.013686,0.839098,0.338385,-0.102056,0.12493,0.104751,-0.362851,-0.771951,0.096857,0.52314,0.208389,0.068593,0.050127,0.300706,0.09762,0.038975,0.018585
Andhra Pradesh,Rice,2004,Rabi,15.9240905,80.1863809,2004-11-01,2005-04-28,33,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2004\rgb\andhra_pradesh_2004_rice_rgb.png,datasets\test_images\2004\ndvi\andhra_pradesh_2004_rice_ndvi.png,0.118312,0.063151,0.03991,0.008093,0.676789,0.28155,-0.021827,0.096103,0.161845,0.084979,0.048902,0.011202,0.80105,0.439261,-0.04932,0.116178,0.083072,-0.462234,-0.749669,0.086387,0.428348,0.246298,0.078437,0.037643,0.196523,0.089098,0.038453,0.017542
Andhra Pradesh,Rice,2005,Kharif,15.9240905,80.1863809,2005-07-01,2005-10-28,5,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2005\rgb\andhra_pradesh_2005_rice_rgb.png,datasets\test_images\2005\ndvi\andhra_pradesh_2005_rice_ndvi.png,0.208499,0.078807,0.03859,0.010533,0.609171,0.117658,-0.067989,0.059163,0.249845,0.108338,0.057317,0.013226,0.707723,0.199697,-0.109871,0.078814,0.116169,-0.265425,-0.664811,0.067744,0.424924,0.189861,0.089272,0.037173,0.264104,0.123865,0.048132,0.016779
Andhra Pradesh,Rice,2005,Rabi,15.9240905,80.1863809,2005-11-01,2006-04-28,24,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2005\rgb\andhra_pradesh_2005_rice_rgb.png,datasets\test_images\2005\ndvi\andhra_pradesh_2005_rice_ndvi.png,0.137219,0.057008,0.034781,0.007325,0.691704,0.290664,-0.070528,0.099155,0.180407,0.081697,0.047308,0.010305,0.821358,0.452214,-0.207228,0.126959,0.250481,-0.475243,-0.7762,0.091788,0.446938,0.248613,0.056685,0.037363,0.200647,0.087537,0.038068,0.018863
Arunachal Pradesh,Maize,1997,Kharif,28.0937702,94.5921326,1997-07-01,1997-10-28,6,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1997\rgb\arunachal_pradesh_1997_maize_rgb.png,datasets\test_images\1997\ndvi\arunachal_pradesh_1997_maize_ndvi.png,1.602213,0.055042,-0.002825,0.049283,0.914779,0.525312,-0.047079,0.135511,0.455545,0.075933,6.2e-05,0.047617,1.077296,0.723644,0.115582,0.142288,-0.108552,-0.659836,-0.997228,0.123804,0.659856,0.347887,0.028333,0.09221,0.461347,0.061592,-0.001835,0.050179
Arunachal Pradesh,Maize,2002,Kharif,28.0937702,94.5921326,2002-07-01,2002-10-28,5,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2002\rgb\arunachal_pradesh_2002_maize_rgb.png,datasets\test_images\2002\ndvi\arunachal_pradesh_2002_maize_ndvi.png,0.437862,0.031014,-0.00948,0.030275,0.923571,0.528187,0.090245,0.129627,0.46605,0.051642,-0.004612,0.032377,1.670076,0.805578,0.077869,0.1087,-0.092516,-0.735965,-1.245207,0.090422,0.646972,0.323497,0.033282,0.089366,0.481972,0.03773,-0.008353,0.034709
Arunachal Pradesh,Maize,2004,Kharif,28.0937702,94.5921326,2004-07-01,2004-10-28,4,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2004\rgb\arunachal_pradesh_2004_maize_rgb.png,datasets\test_images\2004\ndvi\arunachal_pradesh_2004_maize_ndvi.png,1.602213,0.06041,-0.004695,0.091692,1.096285,0.517615,-0.304547,0.176478,0.714513,0.077732,-0.003623,0.09586,1.480537,0.75848,-0.325626,0.220291,-0.053791,-0.6974,-1.177226,0.18759,0.840353,0.343307,0.03144,0.133815,1.602213,0.067211,-0.009068,0.103703
Arunachal Pradesh,Maize,2005,Kharif,28.0937702,94.5921326,2005-07-01,2005-10-28,9,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2005\rgb\arunachal_pradesh_2005_maize_rgb.png,datasets\test_images\2005\ndvi\arunachal_pradesh_2005_maize_ndvi.png,0.316202,0.024029,-0.032374,0.007655,6.664776,0.58041,-37.984469,0.151059,0.7196,0.0444,-0.02939,0.013064,1.212256,0.847482,-0.53549,0.053512,0.309934,-0.768891,-1.258,0.043381,0.798498,0.34066,0.106102,0.07574,0.631628,0.028084,-0.021525,0.01249
Arunachal Pradesh,Rice,1997,Kharif,28.0937702,94.5921326,1997-07-01,1997-10-28,6,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1997\rgb\arunachal_pradesh_1997_rice_rgb.png,datasets\test_images\1997\ndvi\arunachal_pradesh_1997_rice_ndvi.png,1.602213,0.055042,-0.002825,0.049283,0.914779,0.525312,-0.047079,0.135511,0.455545,0.075933,6.2e-05,0.047617,1.077296,0.723644,0.115582,0.142288,-0.108552,-0.659836,-0.997228,0.123804,0.659856,0.347887,0.028333,0.09221,0.461347,0.061592,-0.001835,0.050179
Arunachal Pradesh,Rice,2002,Kharif,28.0937702,94.5921326,2002-07-01,2002-10-28,5,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2002\rgb\arunachal_pradesh_2002_rice_rgb.png,datasets\test_images\2002\ndvi\arunachal_pradesh_2002_rice_ndvi.png,0.437862,0.031014,-0.00948,0.030275,0.923571,0.528187,0.090245,0.129627,0.46605,0.051642,-0.004612,0.032377,1.670076,0.805578,0.077869,0.1087,-0.092516,-0.735965,-1.245207,0.090422,0.646972,0.323497,0.033282,0.089366,0.481972,0.03773,-0.008353,0.034709
Arunachal Pradesh,Rice,2003,Kharif,28.0937702,94.5921326,2003-07-01,2003-10-28,5,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2003\rgb\arunachal_pradesh_2003_rice_rgb.png,datasets\test_images\2003\ndvi\arunachal_pradesh_2003_rice_ndvi.png,0.834385,0.026869,0.00163,0.021063,0.922971,0.548988,0.07128,0.111509,0.285004,0.046773,0.003637,0.020287,1.040621,0.815647,0.257277,0.063168,-0.305386,-0.756249,-0.927612,0.056069,0.662977,0.332928,0.035537,0.080533,0.2818,0.034425,-0.001037,0.01962
Arunachal Pradesh,Rice,2004,Kharif,28.0937702,94.5921326,2004-07-01,2004-10-28,4,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2004\rgb\arunachal_pradesh_2004_rice_rgb.png,datasets\test_images\2004\ndvi\arunachal_pradesh_2004_rice_ndvi.png,1.602213,0.06041,-0.004695,0.091692,1.096285,0.517615,-0.304547,0.176478,0.714513,0.077732,-0.003623,0.09586,1.480537,0.75848,-0.325626,0.220291,-0.053791,-0.6974,-1.177226,0.18759,0.840353,0.343307,0.03144,0.133815,1.602213,0.067211,-0.009068,0.103703
Arunachal Pradesh,Rice,2005,Kharif,28.0937702,94.5921326,2005-07-01,2005-10-28,9,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2005\rgb\arunachal_pradesh_2005_rice_rgb.png,datasets\test_images\2005\ndvi\arunachal_pradesh_2005_rice_ndvi.png,0.316202,0.024029,-0.032374,0.007655,6.664776,0.58041,-37.984469,0.151059,0.7196,0.0444,-0.02939,0.013064,1.212256,0.847482,-0.53549,0.053512,0.309934,-0.768891,-1.258,0.043381,0.798498,0.34066,0.106102,0.07574,0.631628,0.028084,-0.021525,0.01249
Assam,Maize,1997,Kharif,26.4073841,93.2551303,1997-07-01,1997-10-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1997\rgb\assam_1997_maize_rgb.png,datasets\test_images\1997\ndvi\assam_1997_maize_ndvi.png,0.183872,0.022546,0.004353,0.007869,0.898062,0.529268,0.127586,0.095658,0.21602,0.039814,0.008093,0.011083,0.920352,0.835119,0.381599,0.042413,-0.367162,-0.766921,-0.870821,0.042131,0.59926,0.304563,0.06345,0.067114,0.205267,0.027175,0.005233,0.00969
Assam,Maize,1998,Kharif,26.4073841,93.2551303,1998-07-01,1998-10-28,1,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1998\rgb\assam_1998_maize_rgb.png,datasets\test_images\1998\ndvi\assam_1998_maize_ndvi.png,0.043733,0.017825,0.003582,0.003676,0.833376,0.529249,0.222546,0.082163,0.092243,0.035238,0.013235,0.008014,0.93369,0.857112,0.443494,0.024619,-0.531495,-0.790048,-0.875534,0.026629,0.57407,0.301623,0.105938,0.059924,0.084267,0.023085,0.006222,0.00569
Assam,Maize,1999,Kharif,26.4073841,93.2551303,1999-07-01,1999-10-28,4,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1999\rgb\assam_1999_maize_rgb.png,datasets\test_images\1999\ndvi\assam_1999_maize_ndvi.png,0.260515,0.032532,-0.00475,0.023918,0.885901,0.538481,0.055863,0.117916,0.28532,0.04912,-0.001615,0.026538,1.141958,0.805889,0.23576,0.095571,-0.252877,-0.740972,-1.095457,0.086189,0.644443,0.319523,0.025363,0.08354,0.28785,0.036391,-0.002138,0.026193
Assam,Maize,2000,Kharif,26.4073841,93.2551303,2000-07-01,2000-10-28,7,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2000\rgb\assam_2000_maize_rgb.png,datasets\test_images\2000\ndvi\assam_2000_maize_ndvi.png,0.17587,0.025336,-0.00035,0.010568,0.883576,0.543978,0.103958,0.092029,0.192068,0.042306,0.002702,0.013604,0.980724,0.836515,0.374643,0.047603,-0.360226,-0.769362,-0.927577,0.045858,0.57022,0.314641,0.050085,0.065037,0.18577,0.028637,0.002345,0.011637
Assam,Maize,2003,Kharif,26.4073841,93.2551303,2003-07-01,2003-10-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2003\rgb\assam_2003_maize_rgb.png,datasets\test_images\2003\ndvi\assam_2003_maize_ndvi.png,0.240248,0.026547,0.00482,0.016897,0.904501,0.631978,0.12541,0.130868,0.269865,0.049131,0.006222,0.019574,0.971562,0.853524,0.223364,0.074829,-0.324284,-0.768329,-0.88374,0.063328,0.612955,0.377278,0.085257,0.092389,0.271377,0.029673,0.002125,0.019355
Assam,Maize,2005,Kharif,26.4073841,93.2551303,2005-07-01,2005-10-28,10,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2005\rgb\assam_2005_maize_rgb.png,datasets\test_images\2005\ndvi\assam_2005_maize_ndvi.png,0.179142,0.027164,0.005892,0.008779,0.901355,0.612804,0.110872,0.081867,0.202738,0.044688,0.017497,0.011623,0.93729,0.851834,0.381084,0.038532,-0.362681,-0.772252,-0.853666,0.035883,0.58397,0.351694,0.080253,0.060877,0.197018,0.027747,0.007295,0.009997
Assam,Rice,1997,Autumn,26.4073841,93.2551303,1997-07-01,1997-10-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1997\rgb\assam_1997_rice_rgb.png,datasets\test_images\1997\ndvi\assam_1997_rice_ndvi.png,0.183872,0.022546,0.004353,0.007869,0.898062,0.529268,0.127586,0.095658,0.21602,0.039814,0.008093,0.011083,0.920352,0.835119,0.381599,0.042413,-0.367162,-0.766921,-0.870821,0.042131,0.59926,0.304563,0.06345,0.067114,0.205267,0.027175,0.005233,0.00969
Assam,Rice,1997,Summer,26.4073841,93.2551303,1997-03-01,1997-06-28,3,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1997\rgb\assam_1997_rice_rgb.png,datasets\test_images\1997\ndvi\assam_1997_rice_ndvi.png,0.121365,0.031381,0.01637,0.004907,0.532125,0.362793,0.097911,0.044035,0.149332,0.049445,0.026298,0.007611,0.801338,0.681083,0.258151,0.055131,-0.323901,-0.632498,-0.767191,0.042569,0.331328,0.220419,0.07038,0.025051,0.147023,0.041908,0.020921,0.008926
Assam,Rice,1997,Winter,26.4073841,93.2551303,1997-07-01,1997-10-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1997\rgb\assam_1997_rice_rgb.png,datasets\test_images\1997\ndvi\assam_1997_rice_ndvi.png,0.183872,0.022546,0.004353,0.007869,0.898062,0.529268,0.127586,0.095658,0.21602,0.039814,0.008093,0.011083,0.920352,0.835119,0.381599,0.042413,-0.367162,-0.766921,-0.870821,0.042131,0.59926,0.304563,0.06345,0.067114,0.205267,0.027175,0.005233,0.00969
Assam,Rice,1998,Autumn,26.4073841,93.2551303,1998-07-01,1998-10-28,1,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1998\rgb\assam_1998_rice_rgb.png,datasets\test_images\1998\ndvi\assam_1998_rice_ndvi.png,0.043733,0.017825,0.003582,0.003676,0.833376,0.529249,0.222546,0.082163,0.092243,0.035238,0.013235,0.008014,0.93369,0.857112,0.443494,0.024619,-0.531495,-0.790048,-0.875534,0.026629,0.57407,0.301623,0.105938,0.059924,0.084267,0.023085,0.006222,0.00569
Assam,Rice,1998,Summer,26.4073841,93.2551303,1998-03-01,1998-06-28,6,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1998\rgb\assam_1998_rice_rgb.png,datasets\test_images\1998\ndvi\assam_1998_rice_ndvi.png,0.06763,0.032361,0.016535,0.004678,0.61503,0.367597,0.1078,0.051669,0.104947,0.05145,0.029309,0.007147,0.833748,0.685078,0.24402,0.065814,-0.29307,-0.630843,-0.768474,0.04837,0.378353,0.225338,0.107973,0.027895,0.131265,0.041556,0.021183,0.009595
Assam,Rice,1998,Winter,26.4073841,93.2551303,1998-07-01,1998-10-28,1,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1998\rgb\assam_1998_rice_rgb.png,datasets\test_images\1998\ndvi\assam_1998_rice_ndvi.png,0.043733,0.017825,0.003582,0.003676,0.833376,0.529249,0.222546,0.082163,0.092243,0.035238,0.013235,0.008014,0.93369,0.857112,0.443494,0.024619,-0.531495,-0.790048,-0.875534,0.026629,0.57407,0.301623,0.105938,0.059924,0.084267,0.023085,0.006222,0.00569
Assam,Rice,1999,Autumn,26.4073841,93.2551303,1999-07-01,1999-10-28,4,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1999\rgb\assam_1999_rice_rgb.png,datasets\test_images\1999\ndvi\assam_1999_rice_ndvi.png,0.260515,0.032532,-0.00475,0.023918,0.885901,0.538481,0.055863,0.117916,0.28532,0.04912,-0.001615,0.026538,1.141958,0.805889,0.23576,0.095571,-0.252877,-0.740972,-1.095457,0.086189,0.644443,0.319523,0.025363,0.08354,0.28785,0.036391,-0.002138,0.026193
Assam,Rice,1999,Summer,26.4073841,93.2551303,1999-03-01,1999-06-28,8,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1999\rgb\assam_1999_rice_rgb.png,datasets\test_images\1999\ndvi\assam_1999_rice_ndvi.png,0.11504,0.044538,0.02825,0.008214,0.5591,0.35369,0.074799,0.054886,0.124816,0.063868,0.040171,0.009954,0.761511,0.606522,0.171198,0.072545,-0.23921,-0.577206,-0.709863,0.05411,0.355968,0.233511,0.110888,0.027861,0.151148,0.057379,0.035249,0.011762
Assam,Rice,1999,Winter,26.4073841,93.2551303,1999-07-01,1999-10-28,4,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1999\rgb\assam_1999_rice_rgb.png,datasets\test_images\1999\ndvi\assam_1999_rice_ndvi.png,0.260515,0.032532,-0.00475,0.023918,0.885901,0.538481,0.055863,0.117916,0.28532,0.04912,-0.001615,0.026538,1.141958,0.805889,0.23576,0.095571,-0.252877,-0.740972,-1.095457,0.086189,0.644443,0.319523,0.025363,0.08354,0.28785,0.036391,-0.002138,0.026193
Assam,Rice,2000,Autumn,26.4073841,93.2551303,2000-07-01,2000-10-28,7,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2000\rgb\assam_2000_rice_rgb.png,datasets\test_images\2000\ndvi\assam_2000_rice_ndvi.png,0.17587,0.025336,-0.00035,0.010568,0.883576,0.543978,0.103958,0.092029,0.192068,0.042306,0.002702,0.013604,0.980724,0.836515,0.374643,0.047603,-0.360226,-0.769362,-0.927577,0.045858,0.57022,0.314641,0.050085,0.065037,0.18577,0.028637,0.002345,0.011637
Assam,Rice,2000,Summer,26.4073841,93.2551303,2000-03-01,2000-06-28,8,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2000\rgb\assam_2000_rice_rgb.png,datasets\test_images\2000\ndvi\assam_2000_rice_ndvi.png,0.074972,0.034349,0.020193,0.004502,0.535161,0.353237,0.119591,0.051835,0.107643,0.048376,0.030587,0.007093,0.780437,0.665797,0.266443,0.063756,-0.348263,-0.63456,-0.73624,0.046411,0.347277,0.216002,0.115301,0.028283,0.138937,0.043332,0.02539,0.009092
Assam,Rice,2000,Winter,26.4073841,93.2551303,2000-07-01,2000-10-28,7,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2000\rgb\assam_2000_rice_rgb.png,datasets\test_images\2000\ndvi\assam_2000_rice_ndvi.png,0.17587,0.025336,-0.00035,0.010568,0.883576,0.543978,0.103958,0.092029,0.192068,0.042306,0.002702,0.013604,0.980724,0.836515,0.374643,0.047603,-0.360226,-0.769362,-0.927577,0.045858,0.57022,0.314641,0.050085,0.065037,0.18577,0.028637,0.002345,0.011637
Assam,Rice,2003,Autumn,26.4073841,93.2551303,2003-07-01,2003-10-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2003\rgb\assam_2003_rice_rgb.png,datasets\test_images\2003\ndvi\assam_2003_rice_ndvi.png,0.240248,0.026547,0.00482,0.016897,0.904501,0.631978,0.12541,0.130868,0.269865,0.049131,0.006222,0.019574,0.971562,0.853524,0.223364,0.074829,-0.324284,-0.768329,-0.88374,0.063328,0.612955,0.377278,0.085257,0.092389,0.271377,0.029673,0.002125,0.019355
