State,Crop,Year,Season,Latitude,Longitude,Start_Date,End_Date,Image_Count,Satellite_Source,Cloud_Score_Threshold,Buffer_Degree,RGB_Image,NDVI_Image,BLUE_max,BLUE_mean,BLUE_min,BLUE_stdDev,EVI_max,EVI_mean,EVI_min,EVI_stdDev,GREEN_max,GREEN_mean,GREEN_min,GREEN_stdDev,NDVI_max,NDVI_mean,NDVI_min,NDVI_stdDev,NDWI_max,NDWI_mean,NDWI_min,NDWI_stdDev,NIR_max,NIR_mean,NIR_min,NIR_stdDev,RED_max,RED_mean,RED_min,RED_stdDev
Goa,Rice,1998,Rabi,15.3004543,74.0855134,1998-11-01,1999-04-28,21,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1998\rgb\goa_1998_rice_rgb.png,datasets\test_images\1998\ndvi\goa_1998_rice_ndvi.png,0.131925,0.046253,0.027205,0.006328,0.660384,0.291379,-0.115317,0.093029,0.164595,0.063453,0.036692,0.010289,0.79773,0.517909,-0.326153,0.140361,0.380483,-0.532644,-0.728793,0.110821,0.404917,0.218188,0.040762,0.040247,0.257022,0.066311,0.028608,0.019409
Goa,Rice,1999,Kharif,15.3004543,74.0855134,1999-07-01,1999-10-28,5,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1999\rgb\goa_1999_rice_rgb.png,datasets\test_images\1999\ndvi\goa_1999_rice_ndvi.png,0.184918,0.060834,0.011612,0.027945,0.764609,0.46944,-0.013176,0.101126,0.24253,0.083913,0.028635,0.028161,0.906592,0.629627,-0.054074,0.12574,0.125043,-0.584922,-0.816321,0.105838,0.492423,0.319159,0.04662,0.060247,0.27927,0.073331,0.013785,0.030459
Goa,Rice,1999,Rabi,15.3004543,74.0855134,1999-11-01,2000-04-28,5,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1999\rgb\goa_1999_rice_rgb.png,datasets\test_images\1999\ndvi\goa_1999_rice_ndvi.png,0.124308,0.042407,0.025101,0.007361,0.666989,0.276797,-0.109809,0.097681,0.181054,0.063243,0.035812,0.011202,0.830927,0.502815,-0.383778,0.149904,0.375213,-0.530275,-0.757897,0.112295,0.402374,0.214478,0.029639,0.041474,0.249158,0.069183,0.023561,0.022765
Goa,Rice,2000,Kharif,15.3004543,74.0855134,2000-07-01,2000-10-28,8,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2000\rgb\goa_2000_rice_rgb.png,datasets\test_images\2000\ndvi\goa_2000_rice_ndvi.png,1.602213,0.031978,0.010732,0.013572,1.665743,0.501961,-0.133798,0.119808,0.384169,0.05541,0.020522,0.014514,1.052064,0.752316,-0.397082,0.132358,0.290272,-0.680154,-0.856808,0.113606,0.540919,0.30569,0.025679,0.063121,1.000018,0.040935,0.00779,0.018724
Goa,Rice,2000,Rabi,15.3004543,74.0855134,2000-11-01,2001-04-28,10,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2000\rgb\goa_2000_rice_rgb.png,datasets\test_images\2000\ndvi\goa_2000_rice_ndvi.png,0.1355,0.04821,0.029103,0.007169,0.694597,0.28937,-0.055461,0.095591,0.189895,0.067999,0.04266,0.010485,0.818214,0.505538,-0.178253,0.141149,0.191306,-0.52371,-0.753173,0.105769,0.42678,0.223028,0.03716,0.039398,0.244262,0.072358,0.032348,0.021257
Goa,Rice,2003,Kharif,15.3004543,74.0855134,2003-07-01,2003-10-28,4,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2003\rgb\goa_2003_rice_rgb.png,datasets\test_images\2003\ndvi\goa_2003_rice_ndvi.png,0.144864,0.040032,0.00537,0.006459,0.746944,0.459893,-0.04111,0.102415,0.204181,0.063226,0.02473,0.008632,0.876676,0.687894,-0.105491,0.111385,0.010219,-0.637832,-0.792998,0.0812,0.496987,0.29372,0.038672,0.049781,0.258879,0.052574,0.013675,0.0139
Goa,Rice,2003,Rabi,15.3004543,74.0855134,2003-11-01,2004-04-28,11,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2003\rgb\goa_2003_rice_rgb.png,datasets\test_images\2003\ndvi\goa_2003_rice_ndvi.png,0.12252,0.042381,0.018185,0.009805,0.683552,0.307931,-0.067352,0.104663,0.175485,0.060849,0.025954,0.013613,0.859648,0.546909,-0.272642,0.159402,0.337843,-0.560757,-0.78433,0.116517,0.412975,0.225816,0.033447,0.040747,0.231475,0.064085,0.017772,0.024696
Goa,Rice,2004,Kharif,15.3004543,74.0855134,2004-07-01,2004-10-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2004\rgb\goa_2004_rice_rgb.png,datasets\test_images\2004\ndvi\goa_2004_rice_ndvi.png,0.154104,0.030676,-0.002536,0.009107,0.7953,0.427155,-0.113176,0.121288,0.213641,0.050537,0.009289,0.012256,0.926324,0.719224,-0.340614,0.124997,0.361736,-0.664208,-0.857382,0.098995,0.483389,0.260524,0.037902,0.068092,0.258246,0.040842,0.005576,0.016698
Goa,Rice,2005,Kharif,15.3004543,74.0855134,2005-07-01,2005-10-28,4,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2005\rgb\goa_2005_rice_rgb.png,datasets\test_images\2005\ndvi\goa_2005_rice_ndvi.png,0.224957,0.034391,0.009344,0.016194,0.819835,0.497301,-0.116929,0.121543,0.251275,0.054987,0.024895,0.015757,0.92355,0.744353,-0.433127,0.142608,0.380463,-0.680062,-0.834976,0.121562,0.509349,0.300159,0.02737,0.061323,0.25397,0.041969,0.010031,0.018947
Gujarat,Maize,1997,Whole Year,22.3850051,71.745261,1997-01-01,1997-12-28,35,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1997\rgb\gujarat_1997_maize_rgb.png,datasets\test_images\1997\ndvi\gujarat_1997_maize_ndvi.png,0.238982,0.069023,0.046813,0.013047,0.523568,0.10538,0.017767,0.041726,0.282598,0.093735,0.060177,0.019249,0.668383,0.198867,0.035938,0.065966,-0.072762,-0.293432,-0.637166,0.057918,0.360326,0.17931,0.107285,0.031982,0.30622,0.112693,0.062817,0.02435
Gujarat,Maize,1998,Kharif,22.3850051,71.745261,1998-07-01,1998-10-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1998\rgb\gujarat_1998_maize_rgb.png,datasets\test_images\1998\ndvi\gujarat_1998_maize_ndvi.png,0.283863,0.061354,0.02352,0.016701,0.764308,0.249378,-0.110759,0.089843,0.316367,0.089941,0.030285,0.021935,0.837029,0.411246,-0.255831,0.120316,0.174868,-0.431931,-0.751762,0.095361,0.508799,0.229181,0.051955,0.048491,0.325855,0.095252,0.025637,0.027851
Gujarat,Maize,2003,Kharif,22.3850051,71.745261,2003-07-01,2003-10-28,4,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2003\rgb\gujarat_2003_maize_rgb.png,datasets\test_images\2003\ndvi\gujarat_2003_maize_ndvi.png,0.242475,0.058978,0.03001,0.013687,0.781899,0.269687,-0.145941,0.113285,0.282061,0.084339,0.037463,0.016651,0.834624,0.432159,-0.322782,0.147808,0.310467,-0.46914,-0.761883,0.108152,0.499655,0.238689,0.03991,0.047334,0.289775,0.093009,0.02913,0.025427
Gujarat,Maize,2004,Kharif,22.3850051,71.745261,2004-07-01,2004-10-28,8,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2004\rgb\gujarat_2004_maize_rgb.png,datasets\test_images\2004\ndvi\gujarat_2004_maize_ndvi.png,0.212431,0.070945,0.03661,0.0114,0.896924,0.239376,-0.114406,0.093368,0.228739,0.094314,0.042742,0.016035,0.768047,0.371292,-0.222041,0.117373,0.137179,-0.417381,-0.70848,0.088092,0.543174,0.23318,0.064014,0.043524,0.276451,0.105388,0.042577,0.023411
Gujarat,Maize,2005,Kharif,22.3850051,71.745261,2005-07-01,2005-10-28,6,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2005\rgb\gujarat_2005_maize_rgb.png,datasets\test_images\2005\ndvi\gujarat_2005_maize_ndvi.png,0.228656,0.065097,0.02979,0.012953,0.696561,0.287385,-0.096356,0.111404,0.280343,0.089797,0.045767,0.016938,0.812969,0.442272,-0.284004,0.141387,0.320538,-0.471819,-0.758851,0.106696,0.465885,0.252046,0.047349,0.046236,0.299895,0.096853,0.033214,0.025727
Gujarat,Rice,1998,Kharif,22.3850051,71.745261,1998-07-01,1998-10-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1998\rgb\gujarat_1998_rice_rgb.png,datasets\test_images\1998\ndvi\gujarat_1998_rice_ndvi.png,0.283863,0.061354,0.02352,0.016701,0.764308,0.249378,-0.110759,0.089843,0.316367,0.089941,0.030285,0.021935,0.837029,0.411246,-0.255831,0.120316,0.174868,-0.431931,-0.751762,0.095361,0.508799,0.229181,0.051955,0.048491,0.325855,0.095252,0.025637,0.027851
Gujarat,Rice,2003,Kharif,22.3850051,71.745261,2003-07-01,2003-10-28,4,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2003\rgb\gujarat_2003_rice_rgb.png,datasets\test_images\2003\ndvi\gujarat_2003_rice_ndvi.png,0.242475,0.058978,0.03001,0.013687,0.781899,0.269687,-0.145941,0.113285,0.282061,0.084339,0.037463,0.016651,0.834624,0.432159,-0.322782,0.147808,0.310467,-0.46914,-0.761883,0.108152,0.499655,0.238689,0.03991,0.047334,0.289775,0.093009,0.02913,0.025427
Gujarat,Rice,2003,Summer,22.3850051,71.745261,2003-03-01,2003-06-28,4,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2003\rgb\gujarat_2003_rice_rgb.png,datasets\test_images\2003\ndvi\gujarat_2003_rice_ndvi.png,0.192796,0.084923,0.059641,0.01352,0.422842,0.067569,0.010967,0.019839,0.236054,0.109689,0.07093,0.020349,0.539209,0.11877,0.015467,0.028229,-0.085627,-0.240587,-0.556495,0.030524,0.349175,0.181561,0.113362,0.033775,0.274361,0.14265,0.090372,0.026988
Gujarat,Rice,2004,Kharif,22.3850051,71.745261,2004-07-01,2004-10-28,8,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2004\rgb\gujarat_2004_rice_rgb.png,datasets\test_images\2004\ndvi\gujarat_2004_rice_ndvi.png,0.212431,0.070945,0.03661,0.0114,0.896924,0.239376,-0.114406,0.093368,0.228739,0.094314,0.042742,0.016035,0.768047,0.371292,-0.222041,0.117373,0.137179,-0.417381,-0.70848,0.088092,0.543174,0.23318,0.064014,0.043524,0.276451,0.105388,0.042577,0.023411
Gujarat,Rice,2004,Summer,22.3850051,71.745261,2004-03-01,2004-06-28,7,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2004\rgb\gujarat_2004_rice_rgb.png,datasets\test_images\2004\ndvi\gujarat_2004_rice_ndvi.png,0.218687,0.085321,0.047198,0.014227,0.439336,0.073191,0.000433,0.021096,0.252925,0.110249,0.0607,0.02102,0.623787,0.112166,0.000504,0.02937,-0.069305,-0.226241,-0.652998,0.034066,0.371395,0.191906,0.10998,0.040446,0.296897,0.143868,0.075522,0.029049
Gujarat,Rice,2005,Kharif,22.3850051,71.745261,2005-07-01,2005-10-28,6,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2005\rgb\gujarat_2005_rice_rgb.png,datasets\test_images\2005\ndvi\gujarat_2005_rice_ndvi.png,0.228656,0.065097,0.02979,0.012953,0.696561,0.287385,-0.096356,0.111404,0.280343,0.089797,0.045767,0.016938,0.812969,0.442272,-0.284004,0.141387,0.320538,-0.471819,-0.758851,0.106696,0.465885,0.252046,0.047349,0.046236,0.299895,0.096853,0.033214,0.025727
Gujarat,Rice,2005,Summer,22.3850051,71.745261,2005-03-01,2005-06-28,15,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2005\rgb\gujarat_2005_rice_rgb.png,datasets\test_images\2005\ndvi\gujarat_2005_rice_ndvi.png,0.203906,0.08049,0.053137,0.012725,0.481422,0.07797,0.015642,0.027824,0.261862,0.105839,0.067547,0.019727,0.617455,0.137432,0.018604,0.039673,-0.090141,-0.262565,-0.603686,0.038643,0.365249,0.18286,0.107464,0.035818,0.2972,0.137478,0.077475,0.026341
Haryana,Maize,1997,Kharif,29.0,76.0,1997-07-01,1997-10-28,5,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1997\rgb\haryana_1997_maize_rgb.png,datasets\test_images\1997\ndvi\haryana_1997_maize_ndvi.png,0.22295,0.095747,0.062831,0.013598,0.697868,0.296717,0.013124,0.116208,0.262234,0.132782,0.082934,0.019444,0.730628,0.366945,0.025915,0.128778,0.018781,-0.391569,-0.672925,0.091887,0.478618,0.315517,0.101208,0.038885,0.278514,0.14083,0.067795,0.03176
Haryana,Maize,1998,Kharif,29.0,76.0,1998-07-01,1998-10-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1998\rgb\haryana_1998_maize_rgb.png,datasets\test_images\1998\ndvi\haryana_1998_maize_ndvi.png,0.196069,0.083205,0.045767,0.020201,0.867187,0.390758,0.047099,0.125684,0.246957,0.126915,0.075082,0.026679,0.758903,0.479887,0.075129,0.137756,-0.120758,-0.469767,-0.696219,0.102019,0.668216,0.353033,0.133713,0.043153,0.280178,0.124748,0.057098,0.038714
Haryana,Maize,2003,Kharif,29.0,76.0,2003-07-01,2003-10-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2003\rgb\haryana_2003_maize_rgb.png,datasets\test_images\2003\ndvi\haryana_2003_maize_ndvi.png,0.179693,0.109395,0.028938,0.025738,0.769872,0.270987,-0.026831,0.122923,0.221218,0.137482,0.052835,0.023328,0.810611,0.3346,-0.058348,0.148934,0.060999,-0.353654,-0.743463,0.116546,0.479855,0.290608,0.114105,0.037572,0.266895,0.144658,0.038892,0.034434
Haryana,Maize,2004,Kharif,29.0,76.0,2004-07-01,2004-10-28,5,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2004\rgb\haryana_2004_maize_rgb.png,datasets\test_images\2004\ndvi\haryana_2004_maize_ndvi.png,0.174302,0.101734,0.03265,0.025613,0.75494,0.296477,-0.004165,0.135795,0.233482,0.141225,0.047115,0.029691,0.819206,0.364259,-0.01216,0.159998,0.000757,-0.392962,-0.743924,0.118512,0.509583,0.330181,0.080968,0.039301,0.274458,0.153244,0.043623,0.044111
Haryana,Maize,2005,Kharif,29.0,76.0,2005-07-01,2005-10-28,6,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2005\rgb\haryana_2005_maize_rgb.png,datasets\test_images\2005\ndvi\haryana_2005_maize_ndvi.png,0.15398,0.094454,0.062515,0.012251,0.595099,0.308723,0.044615,0.091083,0.223473,0.134737,0.090647,0.015716,0.724075,0.381408,0.085163,0.101986,-0.126622,-0.401063,-0.653864,0.070065,0.435525,0.322314,0.131898,0.029921,0.26739,0.141699,0.075908,0.026315
Haryana,Rice,1997,Kharif,29.0,76.0,1997-07-01,1997-10-28,5,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1997\rgb\haryana_1997_rice_rgb.png,datasets\test_images\1997\ndvi\haryana_1997_rice_ndvi.png,0.22295,0.095747,0.062831,0.013598,0.697868,0.296717,0.013124,0.116208,0.262234,0.132782,0.082934,0.019444,0.730628,0.366945,0.025915,0.128778,0.018781,-0.391569,-0.672925,0.091887,0.478618,0.315517,0.101208,0.038885,0.278514,0.14083,0.067795,0.03176
Haryana,Rice,1998,Kharif,29.0,76.0,1998-07-01,1998-10-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1998\rgb\haryana_1998_rice_rgb.png,datasets\test_images\1998\ndvi\haryana_1998_rice_ndvi.png,0.196069,0.083205,0.045767,0.020201,0.867187,0.390758,0.047099,0.125684,0.246957,0.126915,0.075082,0.026679,0.758903,0.479887,0.075129,0.137756,-0.120758,-0.469767,-0.696219,0.102019,0.668216,0.353033,0.133713,0.043153,0.280178,0.124748,0.057098,0.038714
Haryana,Rice,2003,Kharif,29.0,76.0,2003-07-01,2003-10-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2003\rgb\haryana_2003_rice_rgb.png,datasets\test_images\2003\ndvi\haryana_2003_rice_ndvi.png,0.179693,0.109395,0.028938,0.025738,0.769872,0.270987,-0.026831,0.122923,0.221218,0.137482,0.052835,0.023328,0.810611,0.3346,-0.058348,0.148934,0.060999,-0.353654,-0.743463,0.116546,0.479855,0.290608,0.114105,0.037572,0.266895,0.144658,0.038892,0.034434
Haryana,Rice,2004,Kharif,29.0,76.0,2004-07-01,2004-10-28,5,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2004\rgb\haryana_2004_rice_rgb.png,datasets\test_images\2004\ndvi\haryana_2004_rice_ndvi.png,0.174302,0.101734,0.03265,0.025613,0.75494,0.296477,-0.004165,0.135795,0.233482,0.141225,0.047115,0.029691,0.819206,0.364259,-0.01216,0.159998,0.000757,-0.392962,-0.743924,0.118512,0.509583,0.330181,0.080968,0.039301,0.274458,0.153244,0.043623,0.044111
Haryana,Rice,2005,Kharif,29.0,76.0,2005-07-01,2005-10-28,6,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2005\rgb\haryana_2005_rice_rgb.png,datasets\test_images\2005\ndvi\haryana_2005_rice_ndvi.png,0.15398,0.094454,0.062515,0.012251,0.595099,0.308723,0.044615,0.091083,0.223473,0.134737,0.090647,0.015716,0.724075,0.381408,0.085163,0.101986,-0.126622,-0.401063,-0.653864,0.070065,0.435525,0.322314,0.131898,0.029921,0.26739,0.141699,0.075908,0.026315
Himachal Pradesh,Maize,1998,Kharif,31.9292352,77.1828462,1998-07-01,1998-10-28,4,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1998\rgb\himachal_pradesh_1998_maize_rgb.png,datasets\test_images\1998\ndvi\himachal_pradesh_1998_maize_ndvi.png,0.838276,0.040501,-0.004337,0.032663,0.734606,0.300265,-0.099985,0.11701,0.515,0.063976,0.006635,0.038488,0.950103,0.589297,-0.199983,0.121536,0.245636,-0.536535,-0.831582,0.105661,0.629895,0.213199,0.011392,0.095418,0.53007,0.056989,0.002098,0.039979
Himachal Pradesh,Maize,2003,Kharif,31.9292352,77.1828462,2003-07-01,2003-10-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2003\rgb\himachal_pradesh_2003_maize_rgb.png,datasets\test_images\2003\ndvi\himachal_pradesh_2003_maize_ndvi.png,0.16971,0.075169,0.005315,0.025652,0.618784,0.211537,-0.014014,0.061413,0.199437,0.092151,0.010898,0.03181,0.769212,0.357874,-0.025048,0.096241,0.063705,-0.395599,-0.698964,0.078771,0.43811,0.211792,0.040763,0.066652,0.23076,0.103383,0.005892,0.042967
Himachal Pradesh,Maize,2004,Kharif,31.9292352,77.1828462,2004-07-01,2004-10-28,3,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2004\rgb\himachal_pradesh_2004_maize_rgb.png,datasets\test_images\2004\ndvi\himachal_pradesh_2004_maize_ndvi.png,0.177712,0.034955,-0.00563,0.018012,0.73972,0.336025,-0.095953,0.102542,0.214562,0.054743,-0.00057,0.025149,1.249812,0.653309,-0.214384,0.129682,0.236426,-0.613316,-1.038258,0.100275,0.51445,0.223177,0.01824,0.077778,0.231612,0.04987,-0.00332,0.028831
Himachal Pradesh,Maize,2005,Kharif,31.9292352,77.1828462,2005-07-01,2005-10-28,4,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2005\rgb\himachal_pradesh_2005_maize_rgb.png,datasets\test_images\2005\ndvi\himachal_pradesh_2005_maize_ndvi.png,0.167152,0.031298,-0.00717,0.016797,0.797149,0.367542,-0.080477,0.122335,0.198613,0.051382,-0.00189,0.025456,1.354835,0.700792,-0.168465,0.115783,0.178424,-0.646402,-1.176708,0.093154,0.545883,0.235096,0.014033,0.09233,0.226223,0.043777,-0.002784,0.026618
Himachal Pradesh,Rice,1998,Kharif,31.9292352,77.1828462,1998-07-01,1998-10-28,4,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1998\rgb\himachal_pradesh_1998_rice_rgb.png,datasets\test_images\1998\ndvi\himachal_pradesh_1998_rice_ndvi.png,0.838276,0.040501,-0.004337,0.032663,0.734606,0.300265,-0.099985,0.11701,0.515,0.063976,0.006635,0.038488,0.950103,0.589297,-0.199983,0.121536,0.245636,-0.536535,-0.831582,0.105661,0.629895,0.213199,0.011392,0.095418,0.53007,0.056989,0.002098,0.039979
Himachal Pradesh,Rice,2003,Kharif,31.9292352,77.1828462,2003-07-01,2003-10-28,2,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2003\rgb\himachal_pradesh_2003_rice_rgb.png,datasets\test_images\2003\ndvi\himachal_pradesh_2003_rice_ndvi.png,0.16971,0.075169,0.005315,0.025652,0.618784,0.211537,-0.014014,0.061413,0.199437,0.092151,0.010898,0.03181,0.769212,0.357874,-0.025048,0.096241,0.063705,-0.395599,-0.698964,0.078771,0.43811,0.211792,0.040763,0.066652,0.23076,0.103383,0.005892,0.042967
Himachal Pradesh,Rice,2004,Kharif,31.9292352,77.1828462,2004-07-01,2004-10-28,3,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2004\rgb\himachal_pradesh_2004_rice_rgb.png,datasets\test_images\2004\ndvi\himachal_pradesh_2004_rice_ndvi.png,0.177712,0.034955,-0.00563,0.018012,0.73972,0.336025,-0.095953,0.102542,0.214562,0.054743,-0.00057,0.025149,1.249812,0.653309,-0.214384,0.129682,0.236426,-0.613316,-1.038258,0.100275,0.51445,0.223177,0.01824,0.077778,0.231612,0.04987,-0.00332,0.028831
Himachal Pradesh,Rice,2005,Kharif,31.9292352,77.1828462,2005-07-01,2005-10-28,4,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2005\rgb\himachal_pradesh_2005_rice_rgb.png,datasets\test_images\2005\ndvi\himachal_pradesh_2005_rice_ndvi.png,0.167152,0.031298,-0.00717,0.016797,0.797149,0.367542,-0.080477,0.122335,0.198613,0.051382,-0.00189,0.025456,1.354835,0.700792,-0.168465,0.115783,0.178424,-0.646402,-1.176708,0.093154,0.545883,0.235096,0.014033,0.09233,0.226223,0.043777,-0.002784,0.026618
Jammu and Kashmir,Maize,1997,Kharif,33.6649297,75.1629584,1997-07-01,1997-10-28,9,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1997\rgb\jammu_and_kashmir_1997_maize_rgb.png,datasets\test_images\1997\ndvi\jammu_and_kashmir_1997_maize_ndvi.png,0.14133,0.047166,0.020591,0.011651,0.74899,0.388624,0.040082,0.092992,0.172487,0.076338,0.037724,0.016424,0.853893,0.591916,0.056531,0.123445,-0.079781,-0.579682,-0.784198,0.090678,0.470203,0.287686,0.124321,0.035676,0.194185,0.073653,0.025541,0.023677
Jammu and Kashmir,Maize,2002,Kharif,33.6649297,75.1629584,2002-07-01,2002-10-28,7,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2002\rgb\jammu_and_kashmir_2002_maize_rgb.png,datasets\test_images\2002\ndvi\jammu_and_kashmir_2002_maize_ndvi.png,0.122273,0.048787,0.020577,0.012872,0.557183,0.276995,0.04988,0.074917,0.16058,0.073434,0.03276,0.018083,0.816908,0.47978,0.086281,0.134257,-0.1333,-0.517438,-0.754314,0.09386,0.369773,0.235915,0.127717,0.026057,0.213586,0.081567,0.025335,0.027821
Jammu and Kashmir,Maize,2003,Kharif,33.6649297,75.1629584,2003-07-01,2003-10-28,9,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2003\rgb\jammu_and_kashmir_2003_maize_rgb.png,datasets\test_images\2003\ndvi\jammu_and_kashmir_2003_maize_ndvi.png,0.134153,0.044161,0.020165,0.012047,0.712848,0.364121,0.047193,0.100634,0.160676,0.068658,0.031495,0.016747,0.889352,0.591076,0.069647,0.141503,-0.121177,-0.592987,-0.811814,0.100631,0.423287,0.259891,0.101235,0.039948,0.203232,0.069946,0.022723,0.0257
Jammu and Kashmir,Maize,2004,Kharif,33.6649297,75.1629584,2004-07-01,2004-10-28,16,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2004\rgb\jammu_and_kashmir_2004_maize_rgb.png,datasets\test_images\2004\ndvi\jammu_and_kashmir_2004_maize_ndvi.png,0.127484,0.038381,0.01824,0.013415,0.726997,0.391965,0.048497,0.127602,0.178538,0.061053,0.03265,0.015371,0.894962,0.639238,0.084168,0.175346,-0.159205,-0.61772,-0.82073,0.121505,0.428925,0.260946,0.110475,0.046551,0.23637,0.056934,0.021939,0.025946
Jammu and Kashmir,Maize,2005,Kharif,33.6649297,75.1629584,2005-07-01,2005-10-28,15,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2005\rgb\jammu_and_kashmir_2005_maize_rgb.png,datasets\test_images\2005\ndvi\jammu_and_kashmir_2005_maize_ndvi.png,0.129464,0.04833,0.01967,0.013648,0.624987,0.28499,0.039506,0.086369,0.203838,0.071638,0.030904,0.018193,0.843874,0.486926,0.067074,0.148315,-0.137915,-0.529958,-0.782009,0.103788,0.391168,0.241377,0.105332,0.039175,0.264076,0.080051,0.02308,0.028119
Jammu and Kashmir,Rice,1997,Kharif,33.6649297,75.1629584,1997-07-01,1997-10-28,9,Landsat 5/7 SR,0.6,0.05,datasets\test_images\1997\rgb\jammu_and_kashmir_1997_rice_rgb.png,datasets\test_images\1997\ndvi\jammu_and_kashmir_1997_rice_ndvi.png,0.14133,0.047166,0.020591,0.011651,0.74899,0.388624,0.040082,0.092992,0.172487,0.076338,0.037724,0.016424,0.853893,0.591916,0.056531,0.123445,-0.079781,-0.579682,-0.784198,0.090678,0.470203,0.287686,0.124321,0.035676,0.194185,0.073653,0.025541,0.023677
Jammu and Kashmir,Rice,2002,Kharif,33.6649297,75.1629584,2002-07-01,2002-10-28,7,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2002\rgb\jammu_and_kashmir_2002_rice_rgb.png,datasets\test_images\2002\ndvi\jammu_and_kashmir_2002_rice_ndvi.png,0.122273,0.048787,0.020577,0.012872,0.557183,0.276995,0.04988,0.074917,0.16058,0.073434,0.03276,0.018083,0.816908,0.47978,0.086281,0.134257,-0.1333,-0.517438,-0.754314,0.09386,0.369773,0.235915,0.127717,0.026057,0.213586,0.081567,0.025335,0.027821
Jammu and Kashmir,Rice,2003,Kharif,33.6649297,75.1629584,2003-07-01,2003-10-28,9,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2003\rgb\jammu_and_kashmir_2003_rice_rgb.png,datasets\test_images\2003\ndvi\jammu_and_kashmir_2003_rice_ndvi.png,0.134153,0.044161,0.020165,0.012047,0.712848,0.364121,0.047193,0.100634,0.160676,0.068658,0.031495,0.016747,0.889352,0.591076,0.069647,0.141503,-0.121177,-0.592987,-0.811814,0.100631,0.423287,0.259891,0.101235,0.039948,0.203232,0.069946,0.022723,0.0257
Jammu and Kashmir,Rice,2004,Kharif,33.6649297,75.1629584,2004-07-01,2004-10-28,16,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2004\rgb\jammu_and_kashmir_2004_rice_rgb.png,datasets\test_images\2004\ndvi\jammu_and_kashmir_2004_rice_ndvi.png,0.127484,0.038381,0.01824,0.013415,0.726997,0.391965,0.048497,0.127602,0.178538,0.061053,0.03265,0.015371,0.894962,0.639238,0.084168,0.175346,-0.159205,-0.61772,-0.82073,0.121505,0.428925,0.260946,0.110475,0.046551,0.23637,0.056934,0.021939,0.025946
Jammu and Kashmir,Rice,2005,Kharif,33.6649297,75.1629584,2005-07-01,2005-10-28,15,Landsat 5/7 SR,0.6,0.05,datasets\test_images\2005\rgb\jammu_and_kashmir_2005_rice_rgb.png,datasets\test_images\2005\ndvi\jammu_and_kashmir_2005_rice_ndvi.png,0.129464,0.04833,0.01967,0.013648,0.624987,0.28499,0.039506,0.086369,0.203838,0.071638,0.030904,0.018193,0.843874,0.486926,0.067074,0.148315,-0.137915,-0.529958,-0.782009,0.103788,0.391168,0.241377,0.105332,0.039175,0.264076,0.080051,0.02308,0.028119
